t F Q
1.0 -0.005025125628140704 0.0
1.0 0.005025125628140704 0.0
1.0 0.01507537688442211 0.0
1.0 0.02512562814070352 0.0
1.0 0.035175879396984924 0.0
1.0 0.04522613065326633 0.0
1.0 0.05527638190954774 0.0
1.0 0.06532663316582915 0.0
1.0 0.07537688442211056 0.0
1.0 0.08542713567839195 0.0
1.0 0.09547738693467336 0.0
1.0 0.10552763819095477 0.0
1.0 0.11557788944723618 0.0
1.0 0.12562814070351758 0.0
1.0 0.135678391959799 0.0
1.0 0.1457286432160804 0.0
1.0 0.15577889447236182 0.0
1.0 0.1658291457286432 0.0
1.0 0.17587939698492464 0.0
1.0 0.18592964824120603 0.0
1.0 0.19597989949748745 0.0
1.0 0.20603015075376885 0.0
1.0 0.21608040201005024 0.0
1.0 0.22613065326633167 0.0
1.0 0.23618090452261306 0.0
1.0 0.24623115577889448 0.0
1.0 0.2562814070351759 0.0
1.0 0.2663316582914573 0.0
1.0 0.2763819095477387 0.0
1.0 0.2864321608040201 0.0
1.0 0.2964824120603015 0.0
1.0 0.3065326633165829 0.0
1.0 0.3165829145728643 0.0
1.0 0.32663316582914576 0.0
1.0 0.33668341708542715 0.0
1.0 0.34673366834170855 0.0
1.0 0.35678391959798994 0.0
1.0 0.36683417085427134 0.0
1.0 0.3768844221105528 0.0
1.0 0.3869346733668342 0.0
1.0 0.3969849246231156 0.0
1.0 0.40703517587939697 0.0
1.0 0.4170854271356784 0.0
1.0 0.4271356783919598 0.0
1.0 0.4371859296482412 0.0
1.0 0.4472361809045226 0.0
1.0 0.457286432160804 0.0
1.0 0.46733668341708545 0.0
1.0 0.47738693467336685 0.0
1.0 0.48743718592964824 0.0
1.0 0.49748743718592964 0.0
1.0 0.507537688442211 0.0
1.0 0.5175879396984925 0.0
1.0 0.5276381909547738 0.0
1.0 0.5376884422110553 0.0
1.0 0.5477386934673367 0.0
1.0 0.5577889447236181 0.0
1.0 0.5678391959798995 0.0
1.0 0.577889447236181 0.0
1.0 0.5879396984924623 0.0
1.0 0.5979899497487438 0.0
1.0 0.6080402010050251 0.0
